"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2012","North Macedonia","Thousand persons","Less than 16 years","Males","96",""
"2012","North Macedonia","Thousand persons","Less than 16 years","Females","89",""
"2012","North Macedonia","Thousand persons","From 16 to 24 years","Total","173",""
"2012","North Macedonia","Thousand persons","From 16 to 24 years","Males","90",""
"2012","North Macedonia","Thousand persons","From 16 to 24 years","Females","82",""
"2012","North Macedonia","Thousand persons","From 25 to 54 years","Total","433",""
"2012","North Macedonia","Thousand persons","From 25 to 54 years","Males","224",""
"2012","North Macedonia","Thousand persons","From 25 to 54 years","Females","209",""
"2012","North Macedonia","Thousand persons","55 years or over","Total","246",""
"2012","North Macedonia","Thousand persons","55 years or over","Males","109",""
"2012","North Macedonia","Thousand persons","55 years or over","Females","138",""
"2012","North Macedonia","Percentage","Total","Total","50.3",""
"2012","North Macedonia","Percentage","Total","Males","50.3",""
"2012","North Macedonia","Percentage","Total","Females","50.4",""
"2012","North Macedonia","Percentage","Less than 16 years","Total","52.8",""
"2012","North Macedonia","Percentage","Less than 16 years","Males","53.1",""
"2012","North Macedonia","Percentage","Less than 16 years","Females","52.5",""
"2012","North Macedonia","Percentage","From 16 to 24 years","Total","53.6",""
"2012","North Macedonia","Percentage","From 16 to 24 years","Males","54.5",""
"2012","North Macedonia","Percentage","From 16 to 24 years","Females","52.6",""
"2012","North Macedonia","Percentage","From 25 to 54 years","Total","48.8",""
"2012","North Macedonia","Percentage","From 25 to 54 years","Males","49.4",""
"2012","North Macedonia","Percentage","From 25 to 54 years","Females","48.3",""
"2012","North Macedonia","Percentage","55 years or over","Total","49.1",""
"2012","North Macedonia","Percentage","55 years or over","Males","46.8",""
"2012","North Macedonia","Percentage","55 years or over","Females","51.1",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2012","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2012","Serbia","Thousand persons","Total","Total",":",""
"2012","Serbia","Thousand persons","Total","Males",":",""
"2012","Serbia","Thousand persons","Total","Females",":",""
"2012","Serbia","Thousand persons","Less than 16 years","Total",":",""
"2012","Serbia","Thousand persons","Less than 16 years","Males",":",""
"2012","Serbia","Thousand persons","Less than 16 years","Females",":",""
"2012","Serbia","Thousand persons","From 16 to 24 years","Total",":",""
"2012","Serbia","Thousand persons","From 16 to 24 years","Males",":",""
"2012","Serbia","Thousand persons","From 16 to 24 years","Females",":",""
"2012","Serbia","Thousand persons","From 25 to 54 years","Total",":",""
"2012","Serbia","Thousand persons","From 25 to 54 years","Males",":",""
"2012","Serbia","Thousand persons","From 25 to 54 years","Females",":",""
"2012","Serbia","Thousand persons","55 years or over","Total",":",""
"2012","Serbia","Thousand persons","55 years or over","Males",":",""
"2012","Serbia","Thousand persons","55 years or over","Females",":",""
"2012","Serbia","Percentage","Total","Total",":",""
"2012","Serbia","Percentage","Total","Males",":",""
"2012","Serbia","Percentage","Total","Females",":",""
"2012","Serbia","Percentage","Less than 16 years","Total",":",""
"2012","Serbia","Percentage","Less than 16 years","Males",":",""
"2012","Serbia","Percentage","Less than 16 years","Females",":",""
"2012","Serbia","Percentage","From 16 to 24 years","Total",":",""
"2012","Serbia","Percentage","From 16 to 24 years","Males",":",""
"2012","Serbia","Percentage","From 16 to 24 years","Females",":",""
"2012","Serbia","Percentage","From 25 to 54 years","Total",":",""
"2012","Serbia","Percentage","From 25 to 54 years","Males",":",""
"2012","Serbia","Percentage","From 25 to 54 years","Females",":",""
"2012","Serbia","Percentage","55 years or over","Total",":",""
"2012","Serbia","Percentage","55 years or over","Males",":",""
"2012","Serbia","Percentage","55 years or over","Females",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Total","Total","868",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2012","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2012","Turkey","Thousand persons","Total","Total","45,135",""
"2012","Turkey","Thousand persons","Total","Males","22,173",""
"2012","Turkey","Thousand persons","Total","Females","22,962",""
"2012","Turkey","Thousand persons","Less than 16 years","Total","13,597",""
"2012","Turkey","Thousand persons","Less than 16 years","Males","6,921",""
"2012","Turkey","Thousand persons","Less than 16 years","Females","6,677",""
"2012","Turkey","Thousand persons","From 16 to 24 years","Total","6,832",""
"2012","Turkey","Thousand persons","From 16 to 24 years","Males","3,345",""
"2012","Turkey","Thousand persons","From 16 to 24 years","Females","3,487",""
"2012","Turkey","Thousand persons","From 25 to 54 years","Total","18,544",""
"2012","Turkey","Thousand persons","From 25 to 54 years","Males","9,185",""
"2012","Turkey","Thousand persons","From 25 to 54 years","Females","9,359",""
"2012","Turkey","Thousand persons","55 years or over","Total","6,161",""
"2012","Turkey","Thousand persons","55 years or over","Males","2,722",""
"2012","Turkey","Thousand persons","55 years or over","Females","3,439",""
"2012","Turkey","Percentage","Total","Total","61.3",""
"2012","Turkey","Percentage","Total","Males","60.6",""
"2012","Turkey","Percentage","Total","Females","62.1",""
"2012","Turkey","Percentage","Less than 16 years","Total","67.2",""
"2012","Turkey","Percentage","Less than 16 years","Males","67.0",""
"2012","Turkey","Percentage","Less than 16 years","Females","67.5",""
"2012","Turkey","Percentage","From 16 to 24 years","Total","66.8",""
"2012","Turkey","Percentage","From 16 to 24 years","Males","66.2",""
"2012","Turkey","Percentage","From 16 to 24 years","Females","67.4",""
"2012","Turkey","Percentage","From 25 to 54 years","Total","58.0",""
"2012","Turkey","Percentage","From 25 to 54 years","Males","57.3",""
"2012","Turkey","Percentage","From 25 to 54 years","Females","58.7",""
"2012","Turkey","Percentage","55 years or over","Total","55.1",""
"2012","Turkey","Percentage","55 years or over","Males","52.5",""
"2012","Turkey","Percentage","55 years or over","Females","57.4",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Total","5,461","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Total","122,852","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Males","57,793","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Females","65,060","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Total","22,975","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Males","11,928","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Females","11,047","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Total","16,412","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Males","8,215","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Females","8,196","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Total","49,945","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Males","24,171","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Females","25,774","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Total","33,521","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Males","13,479","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Females","20,042","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Total","24.6","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Males","23.7","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Females","25.5","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Total","27.5","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Males","27.6","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Females","27.4","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Total","31.6","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Males","31.0","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Females","32.4","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Total","23.9","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Males","23.3","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Females","24.4","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Total","21.7","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Males","19.2","e"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Females","23.8","e"
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Total","3,944","e"
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2013","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2013","European Union - 27 countries (from 2020)","Thousand persons","Total","Total","107,266","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","Total","Males","50,472","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","Total","Females","56,794","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Total","19,315","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Males","10,044","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Females","9,271","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Total","14,079","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Males","7,110","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Females","6,969","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Total","44,155","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Males","21,526","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Females","22,628","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Total","29,718","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Males","11,792","e"
"2013","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Females","17,925","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Total","Total","24.6","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Total","Males","23.7","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Total","Females","25.4","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Total","26.8","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Males","26.9","e"
"2013","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Females","26.6","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Total","31.5","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Males","31.0","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Females","32.0","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Total","24.1","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Males","23.7","e"
"2013","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Females","24.5","e"
"2013","European Union - 27 countries (from 2020)","Percentage","55 years or over","Total","21.9","e"
"2013","European Union - 27 countries (from 2020)","Percentage","55 years or over","Males","19.2","e"
"2013","European Union - 27 countries (from 2020)","Percentage","55 years or over","Females","24.1","e"
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Total","5,461",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2013","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Total","Total","122,852",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Total","Males","57,793",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Total","Females","65,060",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Total","22,975",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Males","11,928",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Females","11,047",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Total","16,412",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Males","8,215",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Females","8,196",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Total","49,945",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Males","24,171",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Females","25,774",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Total","33,521",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Males","13,479",""
"2013","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Females","20,042",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Total","Total","24.6",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Total","Males","23.7",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Total","Females","25.5",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Total","27.5",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Males","27.6",""
"2013","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Females","27.4",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Total","31.6",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Males","31.0",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Females","32.4",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Total","23.9",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Males","23.3",""
"2013","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Females","24.4",""
"2013","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Total","21.7",""
"2013","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Males","19.2",""
"2013","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Females","23.8",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Total","5,512",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2013","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Total","Total","121,582",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Total","Males","57,186",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Total","Females","64,396",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Less than 16 years","Total","22,770",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Less than 16 years","Males","11,823",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","Less than 16 years","Females","10,947",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 16 to 24 years","Total","16,266",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 16 to 24 years","Males","8,143",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 16 to 24 years","Females","8,123",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 25 to 54 years","Total","49,447",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 25 to 54 years","Males","23,907",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","From 25 to 54 years","Females","25,540",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","55 years or over","Total","33,099",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","55 years or over","Males","13,313",""
"2013","European Union - 27 countries (2007-2013)","Thousand persons","55 years or over","Females","19,786",""
